sentence_index,sentence,label
329,"Asia authors herself as Anna Battista , an Italian superstar and aspiring directress who just happens to be her own worst enemy .",negative
330,"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .",negative
331,"But based on CQ , I 'll certainly be keeping an eye out for his next project .",negative
332,"An amusing , breezily apolitical documentary about life on the campaign trail .",neutral
333,High on melodrama .,neutral
334,"But it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",positive
335,"Finally , a genre movie that delivers -- in a couple of genres , no less .",positive
336,"It 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",positive
337,Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,positive
338,"He just wants them to be part of the action , the wallpaper of his chosen reality .",neutral
339,"Here , thankfully , they are .",neutral
340,Post 9\/11 the philosophical message of `` Personal Freedom First '' might not be as palatable as intended .,neutral
341,"Hu and Liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",negative
342,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,negative
343,"Easier to respect than enthuse over , Andersson 's rigorous personal vision is not only distanced but distancing .",positive
344,Girls gone wild and gone civil again,neutral
345,"... Tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",neutral
346,"While this film is not in the least surprising , it is still ultimately very satisfying .",neutral
347,Think of it as a sort of comfort food for the mind .,positive
348,"Clever , brutal and strangely soulful movie .",negative
349,... always remains movingly genuine .,neutral
350,An intelligent fiction about learning through cultural clash .,neutral
351,Will grab your children by the imagination and amaze them and amuse them .,neutral
352,A remarkable 179-minute meditation on the nature of revolution .,neutral
353,"Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .",neutral
354,An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,negative
355,Hands down the year 's most thought-provoking film .,neutral
356,But it pays a price for its intricate intellectual gamesmanship .,neutral
357,It 's a terrific American sports movie and Dennis Quaid is its athletic heart .,neutral
358,"This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .",neutral
359,"Compelling revenge thriller , though somewhat weakened by a miscast leading lady .",neutral
360,"It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family .",positive
361,"A whole lot foul , freaky and funny .",neutral
362,Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,positive
363,"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",neutral
364,"The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",neutral
365,"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",positive
366,"Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .",neutral
367,Is office work really as alienating as ` Bartleby ' so effectively makes it ?,neutral
368,Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,negative
369,"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",neutral
370,Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,neutral
371,An intriguing and entertaining introduction to Johnson .,neutral
372,"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",positive
373,A model of what films like this should be like .,positive
374,"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",neutral
375,"Yeah , these flicks are just that damn good .",neutral
376,Is n't it great ?,neutral
377,An unbelievably fun film just a leading man away from perfection .,positive
